"Clubs",seller,buyer,sells,buys,PV,ROI,VolumeCash,poidsmarket,achat_moyen,vente_moyen,Pays,Ville,lon,lat
Barcelona SC,1,NA,4950000,247500,4950000,Inf,5197500,0.0140505970040545,NA,4950000,Équateur,Guayaquil,-79.8877153,-2.1898771
Necaxa,1,NA,4800000,240000,4800000,Inf,5040000,0.013624821337265,NA,4800000,Mexique,Aguascalientes,-102.5000001,22.0000001
KSC Lokeren,1,NA,4800000,240000,4800000,Inf,5040000,0.013624821337265,NA,4800000,Belgique,Lokeren,3.9911114,51.1042159
Helsingborg,2,1,7500000,1500000,6e+06,400,9e+06,0.0243300381022589,1500000,3750000,Suède,Helsingborg,12.7040684,56.0441984
Ferencváros,1,NA,4800000,240000,4800000,Inf,5040000,0.013624821337265,NA,4800000,Hongrie,Budapest,19.0404707,47.4983815
Lech Poznan,2,NA,8250000,412500,8250000,Inf,8662500,0.0234176616734242,NA,4125000,Pologne,Poznan,16.9197520238885,52.4006522
EC Bahia,1,NA,4750000,237500,4750000,Inf,4987500,0.0134828961150018,NA,4750000,Brésil,Bahia,-41.833711861252,-12.339635940993
VfL Bochum,1,NA,4700000,235000,4700000,Inf,4935000,0.0133409708927386,NA,4700000,Allemagne,Bochum,7.2196635,51.4818111
Piacenza,2,NA,8700000,435000,8700000,Inf,9135000,0.0246949886737928,NA,4350000,Italie,Plaisance,9.6947461,45.0534751
Odense BK,1,NA,4700000,235000,4700000,Inf,4935000,0.0133409708927386,NA,4700000,Danemark,Odense,10.3852104,55.3997225
Paraná,1,NA,4700000,235000,4700000,Inf,4935000,0.0133409708927386,NA,4700000,Brésil,Paraná,-51.888343729472,-24.385934859787
Torpedo Moscow,3,NA,9500000,475000,9500000,Inf,9975000,0.0269657922300036,NA,3166666.66666667,Russie,Moscou,37.715456280775,55.8311065071148
Colchester Utd.,1,NA,4500000,225000,4500000,Inf,4725000,0.0127732700036859,NA,4500000,Angleterre,Colchester,0.9046293,51.8931303
Slavia Prag,2,NA,8300000,415000,8300000,Inf,8715000,0.0235595868956874,NA,4150000,République Tchèque,Prague,14.3246237243306,50.1778701948495
FK Moskau,4,3,1.7e+07,7800000,9200000,117.948717948718,24800000,0.0670427716595579,2600000,4250000,Russie,Moscou,37.5777233504612,55.711576732218
Molde FK,1,NA,4500000,225000,4500000,Inf,4725000,0.0127732700036859,NA,4500000,Norvège,Molde,7.35477450446941,62.75091365
Belgrano,1,NA,4500000,225000,4500000,Inf,4725000,0.0127732700036859,NA,4500000,Argentine,Buenos Aires,-58.4984840968127,-34.5612951866317
RNK Split,1,NA,4500000,225000,4500000,Inf,4725000,0.0127732700036859,NA,4500000,Croatie,Split,16.4851638218113,43.5235921473682
QD Jonoon,1,NA,4500000,225000,4500000,Inf,4725000,0.0127732700036859,NA,4500000,Chine,Qingdao,120.3497193,36.0895093
Legia Warszawa,2,NA,8550000,427500,8550000,Inf,8977500,0.0242692130070033,NA,4275000,Pologne,Varsovie,20.9063021308176,52.1254578880843
Quilmes,1,NA,4250000,212500,4250000,Inf,4462500,0.01206364389237,NA,4250000,Argentine,Buenos Aires,-58.4140782149757,-34.6804118479196
Esperance,1,NA,4250000,212500,4250000,Inf,4462500,0.01206364389237,NA,4250000,Tunisie,Tunis,9.400138,33.8439408
Grasshoppers,2,NA,6200000,310000,6200000,Inf,6510000,0.017598727560634,NA,3100000,Suisse,Berne,7.44200068687553,47.0258300488897
Peñarol,2,NA,7560000,378000,7560000,Inf,7938000,0.0214590936061924,NA,3780000,Uruguay,Montevideo,-56.1474185804659,-34.9665614586833
SC Bastia,2,NA,8e+06,4e+05,8e+06,Inf,8400000,0.0227080355621083,NA,4e+06,France,Bastia,9.452542,42.7065505
Alavés,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Espagne,Vitoria-Gasteiz,-2.6724025,42.8465088
IFK Göteborg,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Suède,Göteborg,11.9093526427757,57.6343434550765
FK Teplice,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,République Tchèque,Teplice,13.8244461,50.6406644
Stabaek IF,2,NA,6e+06,3e+05,6e+06,Inf,6300000,0.0170310266715812,NA,3e+06,Norvège,Bærum,10.4997108185783,59.9289639
Toronto FC,1,2,4e+06,14700000,-10700000,-72.7891156462585,18700000,0.0505524125013602,7350000,4e+06,USA,Toronto,-79.387207,43.653963
Sparta R.,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Pays-Bas,Rotterdam,4.40714131241873,51.8516596976953
Neuchâtel Xamax,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Suisse,Neuchâtel,6.9292641,46.9895828
CD Godoy Cruz,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Argentine,Godoy Cruz,-68.8427994,-32.9252252
EC Vitória,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Brésil,Bahia,-41.889034648697,-12.391470420284
Tigre,1,NA,12700000,47750000,-35050000,-73.4031413612565,60450000,0.163416755920172,NA,12700000,Mexique,Nuevo León,-99.8873,26.2384363
PAOK Saloniki,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Grèce,Thessalonique,22.9352716,40.6403167
Hércules CF,1,1,4e+06,3500000,5e+05,14.2857142857143,7500000,0.0202750317518824,3500000,4e+06,Espagne,Alicante,-0.4901846,38.353738
1.FC K'lautern,2,NA,7800000,390000,7800000,Inf,8190000,0.0221403346730556,NA,3900000,Allemagne,Kaiserslautern,7.7689951,49.4432174
Genclerbirligi,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Turquie,Ankara,32.7343820218409,40.0034747206438
Rentistas,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Uruguay,Montevideo,-56.0946948413746,-34.9401969602096
Viktoria Plzen,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,République Tchèque,Plzen,13.3775249,49.7477415
KS Samara,1,NA,4e+06,2e+05,4e+06,Inf,4200000,0.0113540177810542,NA,4e+06,Russie,Samara,50.113987,53.198627
Rimini,1,NA,3930000,196500,3930000,Inf,4126500,0.0111553224698857,NA,3930000,Italie,Rimini,12.5684371,44.0593886
AEK Athens,2,NA,7300000,365000,7300000,Inf,7665000,0.0207210824504238,NA,3650000,Grèce,Athènes,23.6852550714513,38.0788516102082
Vasco U17,1,NA,3800000,190000,3800000,Inf,3990000,0.0107863168920015,NA,3800000,Brésil,São Paulo,-46.5565367263793,-23.4327467699022
Wisla Kraków,3,NA,8700000,435000,8700000,Inf,9135000,0.0246949886737928,NA,2900000,Pologne,Cracovie,19.9970637622827,50.04691015
Sheff Wed,1,1,3790000,11700000,-7910000,-67.6068376068376,15490000,0.0418746989115545,11700000,3790000,Angleterre,Sheffield,-1.36863468494965,53.2679124187982
Kasimpasa,1,NA,3750000,187500,3750000,Inf,3937500,0.0106443916697383,NA,3750000,Turquie,Istanbul,28.952554964334,40.9736398897947
SK Brann,1,1,3670000,2e+06,1670000,83.5,5670000,0.0153279240044231,2e+06,3670000,Norvège,Bergen,5.3258117,60.3943034
Audax Italiano,2,NA,7100000,355000,7100000,Inf,7455000,0.0201533815613711,NA,3550000,Chili,Santiago,-70.6660739558617,-33.4207763867763
Colón,2,NA,6900000,345000,6900000,Inf,7245000,0.0195856806723184,NA,3450000,Argentine,Santa Fe,-60.7019561,-31.6186951
Kashiwa Reysol,1,2,3500000,6500000,-3e+06,-46.1538461538462,1e+07,0.0270333756691766,3250000,3500000,Japon,Kashiwa,139.9762857,35.8683675
Rosenborg BK,1,NA,3500000,175000,3500000,Inf,3675000,0.00993476555842239,NA,3500000,Norvège,Trondheim,10.3951929,63.4305658
Elfsborg,1,NA,3500000,175000,3500000,Inf,3675000,0.00993476555842239,NA,3500000,Suède,Borås,12.9407407,57.7210839
FC Bayern II,1,NA,3500000,175000,3500000,Inf,3675000,0.00993476555842239,NA,3500000,Allemagne,Munich,11.5546777661006,48.0474884598058
Metalurh Z.,1,NA,3100000,155000,3100000,Inf,3255000,0.00879936378031698,NA,3100000,Ukraine,Zaporijia,35.1182867,47.8507859
Revolution,1,NA,3e+06,150000,3e+06,Inf,3150000,0.00851551333579062,NA,3e+06,USA,Nouvelle-Angleterre,-1.12733034278196,52.83204855
Örgryte,1,NA,3e+06,150000,3e+06,Inf,3150000,0.00851551333579062,NA,3e+06,Suède,Göteborg,11.9276844930399,57.7466934805887
Gimnasia,1,NA,3e+06,150000,3e+06,Inf,3150000,0.00851551333579062,NA,3e+06,Argentine,La Plata,-57.8379427625585,-34.8601356806213
Arsenal U23,1,NA,3e+06,150000,3e+06,Inf,3150000,0.00851551333579062,NA,3e+06,Angleterre,Londres,-0.0607664532818437,51.5838315220002
Cobreloa,1,NA,3e+06,150000,3e+06,Inf,3150000,0.00851551333579062,NA,3e+06,Chili,Calama,-68.9272181,-22.4623917
Cerro Porteño,1,NA,2700000,135000,2700000,Inf,2835000,0.00766396200221156,NA,2700000,Paraguay,Asuncion,-57.6343814,-25.2800459
JEF Utd. Chiba,1,NA,2700000,135000,2700000,Inf,2835000,0.00766396200221156,NA,2700000,Japon,Ichihara,140.1156996,35.497775
Sheriff,1,NA,2600000,130000,2600000,Inf,2730000,0.00738011155768521,NA,2600000,Moldavie,Tiraspol,29.603738021133,46.85802875
Kashima Antlers,1,NA,2500000,125000,2500000,Inf,2625000,0.00709626111315885,NA,2500000,Japon,Kashima,140.6450292,35.9661164
Albacete,1,NA,2500000,125000,2500000,Inf,2625000,0.00709626111315885,NA,2500000,Espagne,Albacete,-1.8548699,38.9890121
Valerenga,1,NA,2400000,120000,2400000,Inf,2520000,0.0068124106686325,NA,2400000,Norvège,Oslo,10.7971394788245,59.8832070011348
Modena,1,NA,2250000,112500,2250000,Inf,2362500,0.00638663500184297,NA,2250000,Italie,Modène,6.6728169,45.2015369
KSK Beveren,1,NA,2200000,110000,2200000,Inf,2310000,0.00624470977957979,NA,2200000,Belgique,Beveren,4.24908132985944,51.21288495
Grodzisk,1,NA,2e+06,1e+05,2e+06,Inf,2100000,0.00567700889052708,NA,2e+06,Pologne,Grodzisk,23.185834,53.6374955
Marítimo,1,NA,2e+06,1e+05,2e+06,Inf,2100000,0.00567700889052708,NA,2e+06,Portugal,Madère,20.7189672,42.4485582
Arm. Bielefeld,1,NA,2e+06,1e+05,2e+06,Inf,2100000,0.00567700889052708,NA,2e+06,Allemagne,Bielefeld,8.540868,52.010877
Lok. Plovdiv,1,NA,2e+06,1e+05,2e+06,Inf,2100000,0.00567700889052708,NA,2e+06,Bulgarie,Plovdiv,24.7499297,42.1418541
Zbrojovka Brno,1,NA,2e+06,1e+05,2e+06,Inf,2100000,0.00567700889052708,NA,2e+06,République Tchèque,Brno,16.6113382,49.1922443
Chicago Fire,1,NA,1500000,75000,1500000,Inf,1575000,0.00425775666789531,NA,1500000,USA,Chicago,-87.6244212,41.8755616
Egaleo AO,1,NA,1500000,75000,1500000,Inf,1575000,0.00425775666789531,NA,1500000,Grèce,Egaleo,23.6818754,37.9915665
Östers IF,1,NA,1500000,75000,1500000,Inf,1575000,0.00425775666789531,NA,1500000,Suède,Växjö,14.8094385,56.8787183
SIPG,NA,6,0,155900000,-155900000,-100,155900000,0.421450326682463,25983333.3333333,NA,Chine,Shanghai,121.399599540371,31.1985308160462
TJ Quanjian,NA,8,0,119940000,-119940000,-100,119940000,0.324238307776104,14992500,NA,Chine,Tianjin,117.121607295,39.1224423265176
CC Yatai,NA,1,0,23300000,-23300000,-100,23300000,0.0629877653091814,23300000,NA,Chine,Changchun,125.3178222,43.8844498
HB CFFC,NA,15,0,150170000,-150170000,-100,150170000,0.405960202424025,10011333.3333333,NA,Chine,Hebei,116,39.0000001
SH Shenhua,NA,7,0,67580000,-67580000,-100,67580000,0.182691552772295,9654285.71428571,NA,Chine,Shanghai,121.431950731825,31.3036046687156
Atlanta United,NA,2,0,19780000,-19780000,-100,19780000,0.0534720170736313,9890000,NA,USA,Atlanta,-84.3901849,33.7490987
TJ Teda,NA,2,0,19250000,-19250000,-100,19250000,0.0520392481631649,9625000,NA,Chine,Tianjin,117.247524347943,39.0146798415015
CQ Dangdai Lif.,NA,1,0,1.2e+07,-1.2e+07,-100,1.2e+07,0.0324400508030119,1.2e+07,NA,Chine,Chongqing,106.5492822,29.5585712
El-Jaish,NA,5,0,36500000,-36500000,-100,36500000,0.0986718211924945,7300000,NA,Qatar,Doha,51.5633739713311,25.2721009681564
SZ FC,NA,2,0,18500000,-18500000,-100,18500000,0.0500117449879767,9250000,NA,Chine,Shenzhen,114.0545346,22.5445697
Ahli,NA,2,10500000,89240000,-78740000,-88.2339757956073,99740000,0.269630888924367,44620000,NA,Qatar,Doha,51.5729475737094,25.242826803923
Nasr,NA,5,0,43400000,-43400000,-100,43400000,0.117324850404226,8680000,NA,Arabie Saoudite,Riyad,46.7352528142838,24.5452501367962
Pyramids FC,NA,3,0,18900000,-18900000,-100,18900000,0.0510930800147437,6300000,NA,Égypte,Le Caire,31.3161008074943,29.9765998591537
Ittihad,NA,2,0,12700000,-12700000,-100,12700000,0.0343323870998543,6350000,NA,Arabie Saoudite,Djeddah,39.1640396,21.5822247
Al-Nasr,NA,1,0,8e+06,-8e+06,-100,8e+06,0.0216267005353413,8e+06,NA,Arabie Saoudite,Riyad,46.6463744309453,24.7282347514106
Sounders FC	,NA,2,0,13160000,-13160000,-100,13160000,0.0355759223806364,6580000,NA,USA,Seattle,-122.3300624,47.6038321
Benfica B,NA,1,0,6600000,-6600000,-100,6600000,0.0178420279416565,6600000,NA,Portugal,Lisbonne,-9.07065138800966,38.6081950127103
Los Angeles,NA,2,0,15800000,-15800000,-100,15800000,0.042712733557299,7900000,NA,USA,Los Angeles,-118.301086736333,33.9526627490432
Sharjah FC,NA,1,0,6e+06,-6e+06,-100,6e+06,0.0162200254015059,6e+06,NA,UAE,Charjah,55.3895321,25.3585432
Umm Salal,NA,1,0,5700000,-5700000,-100,5700000,0.0154090241314306,5700000,NA,Qatar,Umm Salal,51.4013493917008,25.46022865
Los Angeles FC,NA,1,0,5700000,-5700000,-100,5700000,0.0154090241314306,5700000,NA,USA,Los Angeles,-118.285950113379,34.0164876610735
Al Duhail,NA,5,0,22050000,-22050000,-100,22050000,0.0596085933505344,4410000,NA,Qatar,Doha,51.5452106198959,25.3659322366309
Real Murcia,NA,1,0,5e+06,-5e+06,-100,5e+06,0.0135166878345883,5e+06,NA,Espagne,Murcie,-1.1305431,37.9923795
Al-Wahda FC,NA,1,0,5e+06,-5e+06,-100,5e+06,0.0135166878345883,5e+06,NA,UAE,Abou Dabi,53.6866873892844,24.0697968475635
Padova,NA,1,0,5e+06,-5e+06,-100,5e+06,0.0135166878345883,5e+06,NA,Italie,Padoue,11.9615863520229,45.526408788603
Urawa Reds,NA,3,0,10200000,-10200000,-100,10200000,0.0275740431825601,3400000,NA,Japon,Saitama,139.4160114,35.9754168
Girona FC,NA,2,0,1e+07,-1e+07,-100,1e+07,0.0270333756691766,5e+06,NA,Espagne,Gérone,2.8199439,41.9793006
Benevento,NA,1,0,5e+06,-5e+06,-100,5e+06,0.0135166878345883,5e+06,NA,Italie,Bénévent,14.7824639,41.1295587
SPAL,NA,1,0,4800000,-4800000,-100,4800000,0.0129760203212048,4800000,NA,Italie,Ferrare,11.6186451,44.8372737
Akhmat Grozny,NA,1,0,4500000,-4500000,-100,4500000,0.0121650190511295,4500000,NA,Russie,Grozny,45.698967,43.316845
Al-Wasl,NA,1,0,4100000,-4100000,-100,4100000,0.0110836840243624,4100000,NA,UAE,Dubaï,-1.11217144189079,43.6617088745659
Saturn,NA,1,0,4e+06,-4e+06,-100,4e+06,0.0108133502676706,4e+06,NA,Russie,Ramenskoïe,38.2282099,55.5709361
Milan U19,NA,1,0,4e+06,-4e+06,-100,4e+06,0.0108133502676706,4e+06,NA,Italie,Milan,9.23258261025425,45.4691132686212
Al-Shabab,NA,1,0,3600000,-3600000,-100,3600000,0.00973201524090357,3600000,NA,Arabie Saoudite,Riyad,46.6071801056622,24.5636464379726
Tiburones Rojos,NA,1,0,2500000,-2500000,-100,2500000,0.00675834391729414,2500000,NA,Mexique,Veracruz,-96.666667,19.333333
Suwon Bluewings,NA,1,0,2e+06,-2e+06,-100,2e+06,0.00540667513383532,2e+06,NA,Corée du Sud,Suwon,127.0287472,37.2633325
Ulsan,NA,1,0,2e+06,-2e+06,-100,2e+06,0.00540667513383532,2e+06,NA,Corée du Sud,Ulsan,129.252024,35.5487857
Al Ahli,NA,1,0,2e+06,-2e+06,-100,2e+06,0.00540667513383532,2e+06,NA,Qatar,Doha,51.5610365863807,25.3206997957829
